"cocktail_no","generation","solution_component_no","concentration","units","name","ph"
"C0887",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0887",8,3,40,"% (v/v)","polyethylene glycol 400",5
"C0888",8,1,0.1,"M","Sodium bromide",8
"C0888",8,2,0.1,"M","Tris",8
"C0888",8,3,40,"% (v/v)","polyethylene glycol 400",8
"C0889",8,1,0.1,"M","Sodium bromide",7
"C0889",8,2,0.1,"M","Bis-Tris Propane",7
"C0889",8,3,40,"% (v/v)","polyethylene glycol 400",7
"C0890",8,1,0.1,"M","Sodium chloride",7.5
"C0890",8,2,0.1,"M","HEPES",7.5
"C0890",8,3,40,"% (v/v)","polyethylene glycol 400",7.5
"C0891",8,1,0.1,"M","Sodium molybdate dihydrate",8
"C0891",8,2,0.1,"M","Tris",8
"C0891",8,3,40,"% (v/v)","polyethylene glycol 400",8
"C0892",8,1,0.1,"M","Sodium nitrate",6
"C0892",8,2,0.1,"M","MES monohydrate",6
"C0892",8,3,40,"% (v/v)","polyethylene glycol 400",6
"C0893",8,1,0.1,"M","Sodium nitrate",8
"C0893",8,2,0.1,"M","Tris",8
"C0893",8,3,40,"% (v/v)","polyethylene glycol 400",8
"C0894",8,1,0.1,"M","Sodium phosphate monobasic",5
"C0894",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0894",8,3,40,"% (v/v)","polyethylene glycol 400",5
"C0895",8,1,0.1,"M","Sodium phosphate monobasic",6
"C0895",8,2,0.1,"M","MES monohydrate",6
"C0895",8,3,40,"% (v/v)","polyethylene glycol 400",6
"C0896",8,1,0.1,"M","Sodium phosphate monobasic",8
"C0896",8,2,0.1,"M","Tris",8
"C0896",8,3,40,"% (v/v)","polyethylene glycol 400",8
"C0897",8,1,0.1,"M","Sodium thiosulfate pentahydrate",8
"C0897",8,2,0.1,"M","Tris",8
"C0897",8,3,40,"% (v/v)","polyethylene glycol 400",8
"C0898",8,1,0.1,"M","Sodium thiosulfate pentahydrate",9
"C0898",8,2,0.1,"M","TAPS",9
"C0898",8,3,40,"% (v/v)","polyethylene glycol 400",9
"C0899",8,1,0.1,"M","Sodium thiosulfate pentahydrate",10
"C0899",8,2,0.1,"M","CAPS",10
"C0899",8,3,40,"% (v/v)","polyethylene glycol 400",10
"C0900",8,1,0.1,"M","Zinc acetate dihydrate",8
"C0900",8,2,0.1,"M","Tris",8
"C0900",8,3,40,"% (v/v)","polyethylene glycol 400",8
"C0901",8,1,0.1,"M","Zinc acetate dihydrate",6
"C0901",8,2,0.1,"M","MES monohydrate",6
"C0901",8,3,40,"% (v/v)","polyethylene glycol 400",6
"C0902",8,1,0.1,"M","Zinc acetate dihydrate",5
"C0902",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0902",8,3,40,"% (v/v)","polyethylene glycol 400",5
"C0903",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",5
"C0903",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0903",8,3,40,"% (v/v)","polyethylene glycol 400",5
"C0904",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",10
"C0904",8,2,0.1,"M","CAPS",10
"C0904",8,3,40,"% (v/v)","polyethylene glycol 400",10
"C0905",8,1,0.1,"M","Lithium sulfate monohydrate",7.5
"C0905",8,2,0.1,"M","HEPES",7.5
"C0905",8,3,40,"% (v/v)","polyethylene glycol 400",7.5
"C0906",8,1,0.1,"M","Lithium sulfate monohydrate",10
"C0906",8,2,0.1,"M","CAPS",10
"C0906",8,3,40,"% (v/v)","polyethylene glycol 400",10
"C0907",8,1,0.1,"M","Potassium phosphate tribasic",5
"C0907",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0907",8,3,40,"% (v/v)","polyethylene glycol 400",5
"C0908",8,1,0.1,"M","Potassium phosphate tribasic",7
"C0908",8,2,0.1,"M","Bis-Tris Propane",7
"C0908",8,3,40,"% (v/v)","polyethylene glycol 400",7
"C0909",8,1,0.1,"M","Ammonium thiocyanate",9
"C0909",8,2,0.1,"M","TAPS",9
"C0909",8,3,40,"% (v/v)","polyethylene glycol 400",9
"C0910",8,1,0.1,"M","Ammonium thiocyanate",7.5
"C0910",8,2,0.1,"M","HEPES",7.5
"C0910",8,3,40,"% (v/v)","polyethylene glycol 400",7.5
"C0911",8,1,0.1,"M","Ammonium thiocyanate",8
"C0911",8,2,0.1,"M","Tris",8
"C0911",8,3,40,"% (v/v)","polyethylene glycol 400",8
"C0912",8,1,0.1,"M","Ammonium thiocyanate",4.2
"C0912",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0912",8,3,40,"% (v/v)","polyethylene glycol 400",4.2
"C0913",8,1,0.1,"M","Magnesium nitrate hexahydrate",7.5
"C0913",8,2,0.1,"M","HEPES",7.5
"C0913",8,3,40,"% (v/v)","polyethylene glycol 400",7.5
"C0914",8,1,0.1,"M","Magnesium nitrate hexahydrate",9
"C0914",8,2,0.1,"M","TAPS",9
"C0914",8,3,40,"% (v/v)","polyethylene glycol 400",9
"C0915",8,1,0.1,"M","Ammonium bromide",5
"C0915",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0915",8,3,80,"% (v/v)","polyethylene glycol 400",5
"C0916",8,1,0.1,"M","Ammonium bromide",7
"C0916",8,2,0.1,"M","Bis-Tris Propane",7
"C0916",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0917",8,1,0.1,"M","Ammonium chloride",5
"C0917",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0917",8,3,80,"% (v/v)","polyethylene glycol 400",5
"C0918",8,1,0.1,"M","Ammonium chloride",8
"C0918",8,2,0.1,"M","Tris",8
"C0918",8,3,80,"% (v/v)","polyethylene glycol 400",8
"C0919",8,1,0.1,"M","Ammonium nitrate",7.5
"C0919",8,2,0.1,"M","HEPES",7.5
"C0919",8,3,60,"% (v/v)","polyethylene glycol 400",7.5
"C0920",8,1,0.1,"M","Ammonium phosphate monobasic",8
"C0920",8,2,0.1,"M","Tris",8
"C0920",8,3,20,"% (v/v)","polyethylene glycol 400",8
"C0921",8,1,0.1,"M","Ammonium phosphate monobasic",9
"C0921",8,2,0.1,"M","TAPS",9
"C0921",8,3,20,"% (v/v)","polyethylene glycol 400",9
"C0922",8,1,0.1,"M","Ammonium phosphate dibasic",5
"C0922",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0922",8,3,20,"% (v/v)","polyethylene glycol 400",5
"C0923",8,1,0.1,"M","Ammonium phosphate dibasic",7
"C0923",8,2,0.1,"M","Bis-Tris Propane",7
"C0923",8,3,20,"% (v/v)","polyethylene glycol 400",7
"C0924",8,1,0.1,"M","Ammonium phosphate dibasic",4.2
"C0924",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0924",8,3,20,"% (v/v)","polyethylene glycol 400",4.2
"C0925",8,1,0.1,"M","Ammonium phosphate dibasic",8
"C0925",8,2,0.1,"M","Tris",8
"C0925",8,3,20,"% (v/v)","polyethylene glycol 400",8
"C0926",8,1,0.1,"M","Ammonium sulfate",9
"C0926",8,2,0.1,"M","TAPS",9
"C0926",8,3,20,"% (v/v)","polyethylene glycol 400",9
"C0927",8,1,0.1,"M","Calcium acetate",5
"C0927",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0927",8,3,20,"% (v/v)","polyethylene glycol 400",5
"C0928",8,1,0.2,"M","Magnesium chloride hexahydrate",7.5
"C0928",8,2,30,"% (v/v)","polyethylene glycol 400",7.5
"C0928",8,3,0.1,"M","HEPES-Na",7.5
"C0929",8,1,0.1,"M","Calcium chloride dihydrate",7.5
"C0929",8,2,0.1,"M","HEPES",7.5
"C0929",8,3,80,"% (v/v)","polyethylene glycol 400",7.5
"C0930",8,1,0.1,"M","Lithium bromide",8
"C0930",8,2,0.1,"M","Tris",8
"C0930",8,3,80,"% (v/v)","polyethylene glycol 400",8
"C0931",8,1,0.1,"M","Lithium bromide",10
"C0931",8,2,0.1,"M","CAPS",10
"C0931",8,3,20,"% (v/v)","polyethylene glycol 400",10
"C0932",8,1,0.1,"M","Lithium chloride",7
"C0932",8,2,0.1,"M","Bis-Tris Propane",7
"C0932",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0933",8,1,0.1,"M","Magnesium acetate tetrahydrate",7
"C0933",8,2,0.1,"M","Bis-Tris Propane",7
"C0933",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0934",8,1,0.1,"M","Magnesium chloride hexahydrate",8
"C0934",8,2,0.1,"M","Tris",8
"C0934",8,3,80,"% (v/v)","polyethylene glycol 400",8
"C0935",8,1,0.1,"M","Magnesium chloride hexahydrate",7
"C0935",8,2,0.1,"M","Bis-Tris Propane",7
"C0935",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0936",8,1,0.1,"M","Magnesium sulfate heptahydrate",5
"C0936",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0936",8,3,20,"% (v/v)","polyethylene glycol 400",5
"C0937",8,1,0.1,"M","Magnesium sulfate heptahydrate",7.5
"C0937",8,2,0.1,"M","HEPES",7.5
"C0937",8,3,20,"% (v/v)","polyethylene glycol 400",7.5
"C0938",8,1,0.1,"M","Manganese chloride tetrahydrate",7
"C0938",8,2,0.1,"M","Bis-Tris Propane",7
"C0938",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0939",8,1,0.1,"M","Potassium acetate",9
"C0939",8,2,0.1,"M","TAPS",9
"C0939",8,3,80,"% (v/v)","polyethylene glycol 400",9
"C0940",8,1,0.14,"M","Sodium citrate tribasic dihydrate",7.5
"C0940",8,2,30,"% (v/v)","Glycerol anhydrous",7.5
"C0940",8,3,0.07,"M","HEPES-Na",7.5
"C0940",8,4,14,"% (v/v)","Iso-propanol",7.5
"C0941",8,1,0.1,"M","Potassium acetate",5
"C0941",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0941",8,3,80,"% (v/v)","polyethylene glycol 400",5
"C0942",8,1,0.1,"M","Potassium acetate",10
"C0942",8,2,0.1,"M","CAPS",10
"C0942",8,3,20,"% (v/v)","polyethylene glycol 400",10
"C0943",8,1,0.1,"M","Potassium acetate",6
"C0943",8,2,0.1,"M","MES monohydrate",6
"C0943",8,3,80,"% (v/v)","polyethylene glycol 400",6
"C0944",8,1,0.1,"M","Potassium acetate",7
"C0944",8,2,0.1,"M","Bis-Tris Propane",7
"C0944",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0945",8,1,0.1,"M","Potassium bromide",9
"C0945",8,2,0.1,"M","TAPS",9
"C0945",8,3,80,"% (v/v)","polyethylene glycol 400",9
"C0946",8,1,0.1,"M","Potassium carbonate",7
"C0946",8,2,0.1,"M","Bis-Tris Propane",7
"C0946",8,3,60,"% (v/v)","polyethylene glycol 400",7
"C0947",8,1,0.1,"M","Potassium chloride",8
"C0947",8,2,0.1,"M","Tris",8
"C0947",8,3,80,"% (v/v)","polyethylene glycol 400",8
"C0948",8,1,0.1,"M","Potassium chloride",7
"C0948",8,2,0.1,"M","Bis-Tris Propane",7
"C0948",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0949",8,1,0.1,"M","Potassium nitrate",10
"C0949",8,2,0.1,"M","CAPS",10
"C0949",8,3,20,"% (v/v)","polyethylene glycol 400",10
"C0950",8,1,0.1,"M","Potassium nitrate",7
"C0950",8,2,0.1,"M","Bis-Tris Propane",7
"C0950",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0951",8,1,0.1,"M","Potassium phosphate monobasic",5
"C0951",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0951",8,3,20,"% (v/v)","polyethylene glycol 400",5
"C0952",8,1,0.1,"M","Potassium thiocyanate",7.5
"C0952",8,2,0.1,"M","HEPES",7.5
"C0952",8,3,80,"% (v/v)","polyethylene glycol 400",7.5
"C0953",8,1,0.1,"M","Potassium thiocyanate",10
"C0953",8,2,0.1,"M","CAPS",10
"C0953",8,3,20,"% (v/v)","polyethylene glycol 400",10
"C0954",8,1,0.1,"M","Rubidium chloride",7.5
"C0954",8,2,0.1,"M","HEPES",7.5
"C0954",8,3,80,"% (v/v)","polyethylene glycol 400",7.5
"C0955",8,1,0.1,"M","Sodium bromide",5
"C0955",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0955",8,3,80,"% (v/v)","polyethylene glycol 400",5
"C0956",8,1,0.1,"M","Sodium bromide",7.5
"C0956",8,2,0.1,"M","HEPES",7.5
"C0956",8,3,80,"% (v/v)","polyethylene glycol 400",7.5
"C0957",8,1,0.1,"M","Sodium chloride",5
"C0957",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0957",8,3,80,"% (v/v)","polyethylene glycol 400",5
"C0958",8,1,0.1,"M","Sodium chloride",9
"C0958",8,2,0.1,"M","TAPS",9
"C0958",8,3,80,"% (v/v)","polyethylene glycol 400",9
"C0959",8,1,0.1,"M","Sodium chloride",4.2
"C0959",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0959",8,3,60,"% (v/v)","polyethylene glycol 400",4.2
"C0960",8,1,0.1,"M","Sodium molybdate dihydrate",8
"C0960",8,2,0.1,"M","Tris",8
"C0960",8,3,60,"% (v/v)","polyethylene glycol 400",8
"C0961",8,1,0.1,"M","Sodium molybdate dihydrate",9
"C0961",8,2,0.1,"M","TAPS",9
"C0961",8,3,60,"% (v/v)","polyethylene glycol 400",9
"C0962",8,1,0.1,"M","Sodium nitrate",10
"C0962",8,2,0.1,"M","CAPS",10
"C0962",8,3,20,"% (v/v)","polyethylene glycol 400",10
"C0963",8,1,0.1,"M","Sodium nitrate",5
"C0963",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0963",8,3,80,"% (v/v)","polyethylene glycol 400",5
"C0964",8,1,0.1,"M","Sodium nitrate",7
"C0964",8,2,0.1,"M","Bis-Tris Propane",7
"C0964",8,3,80,"% (v/v)","polyethylene glycol 400",7
"C0965",8,1,0.1,"M","Sodium phosphate monobasic",10
"C0965",8,2,0.1,"M","CAPS",10
"C0965",8,3,20,"% (v/v)","polyethylene glycol 400",10
"C0966",8,1,0.14,"M","Calcium chloride dihydrate",4.6
"C0966",8,2,0.07,"M","Sodium acetate trihydrate",4.6
"C0966",8,3,30,"% (v/v)","Glycerol anhydrous",4.6
"C0966",8,4,14,"% (v/v)","Iso-propanol",4.6
"C0967",8,1,0.1,"M","Sodium thiosulfate pentahydrate",8
"C0967",8,2,0.1,"M","Tris",8
"C0967",8,3,80,"% (v/v)","polyethylene glycol 400",8
"C0968",8,1,0.17,"M","Sodium acetate trihydrate",6.5
"C0968",8,2,25.5,"% (w/v)","polyethylene glycol 8000",6.5
"C0968",8,3,15,"% (v/v)","Glycerol anhydrous",6.5
"C0968",8,4,0.09,"M","Sodium cacodylate trihydrate",6.5
"C0969",8,1,0.1,"M","Zinc acetate dihydrate",8
"C0969",8,2,0.1,"M","Tris",8
"C0969",8,3,80,"% (v/v)","polyethylene glycol 400",8
"C0970",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",6
"C0970",8,2,0.1,"M","MES monohydrate",6
"C0970",8,3,20,"% (v/v)","polyethylene glycol 400",6
"C0971",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",5
"C0971",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0971",8,3,20,"% (v/v)","polyethylene glycol 400",5
"C0972",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",5
"C0972",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0972",8,3,20,"% (v/v)","polyethylene glycol 400",5
"C0973",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",5
"C0973",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0973",8,3,40,"% (v/v)","polyethylene glycol 400",5
"C0974",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",8
"C0974",8,2,0.1,"M","Tris",8
"C0974",8,3,20,"% (v/v)","polyethylene glycol 400",8
"C0975",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",4.2
"C0975",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0975",8,3,20,"% (v/v)","polyethylene glycol 400",4.2
"C0976",8,1,0.1,"M","Lithium sulfate monohydrate",8
"C0976",8,2,0.1,"M","Tris",8
"C0976",8,3,60,"% (v/v)","polyethylene glycol 400",8
"C0977",8,1,0.1,"M","Potassium phosphate tribasic",4.2
"C0977",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0977",8,3,20,"% (v/v)","polyethylene glycol 400",4.2
"C0978",8,1,0.1,"M","Potassium phosphate tribasic",8
"C0978",8,2,0.1,"M","Tris",8
"C0978",8,3,20,"% (v/v)","polyethylene glycol 400",8
"C0979",8,1,0.1,"M","Potassium phosphate tribasic",10
"C0979",8,2,0.1,"M","CAPS",10
"C0979",8,3,20,"% (v/v)","polyethylene glycol 400",10
"C0980",8,1,0.1,"M","Manganese sulfate monohydrate",4.2
"C0980",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0980",8,3,20,"% (v/v)","polyethylene glycol 400",4.2
"C0981",8,1,0.1,"M","Manganese sulfate monohydrate",6
"C0981",8,2,0.1,"M","MES monohydrate",6
"C0981",8,3,20,"% (v/v)","polyethylene glycol 400",6
"C0982",8,1,0.1,"M","Manganese sulfate monohydrate",5
"C0982",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0982",8,3,20,"% (v/v)","polyethylene glycol 400",5
"C0983",8,1,0.1,"M","Magnesium nitrate hexahydrate",6
"C0983",8,2,0.1,"M","MES monohydrate",6
"C0983",8,3,60,"% (v/v)","polyethylene glycol 400",6
"C0984",8,1,0.1,"M","Magnesium nitrate hexahydrate",7.5
"C0984",8,2,0.1,"M","HEPES",7.5
"C0984",8,3,80,"% (v/v)","polyethylene glycol 400",7.5
"C0985",8,1,0.1,"M","Sodium Malonate",4
"C0985",8,2,12,"% (w/v)","polyethylene glycol 3350",4
"C0986",8,1,0.2,"M","Sodium Malonate",4
"C0986",8,2,20,"% (w/v)","polyethylene glycol 3350",4
"C0987",8,1,0.1,"M","Sodium Malonate",5
"C0987",8,2,12,"% (w/v)","polyethylene glycol 3350",5
"C0988",8,1,0.2,"M","Sodium Malonate",5
"C0988",8,2,20,"% (w/v)","polyethylene glycol 3350",5
"C0989",8,1,0.1,"M","Sodium Malonate",6
"C0989",8,2,12,"% (w/v)","polyethylene glycol 3350",6
"C0990",8,1,0.2,"M","Sodium Malonate",6
"C0990",8,2,20,"% (w/v)","polyethylene glycol 3350",6
"C0991",8,1,0.1,"M","Sodium Malonate",7
"C0991",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C0992",8,1,0.2,"M","Sodium Malonate",7
"C0992",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C0993",8,1,12,"% (w/v)","polyethylene glycol 3350",4
"C0993",8,2,4,"% (v/v)","Tacsimate",4
"C0994",8,1,20,"% (w/v)","polyethylene glycol 3350",4
"C0994",8,2,8,"% (v/v)","Tacsimate",4
"C0995",8,1,12,"% (w/v)","polyethylene glycol 3350",5
"C0995",8,2,4,"% (v/v)","Tacsimate",5
"C0996",8,1,20,"% (w/v)","polyethylene glycol 3350",5
"C0996",8,2,8,"% (v/v)","Tacsimate",5
"C0997",8,1,12,"% (w/v)","polyethylene glycol 3350",6
"C0997",8,2,4,"% (v/v)","Tacsimate",6
"C0998",8,1,20,"% (w/v)","polyethylene glycol 3350",6
"C0998",8,2,8,"% (v/v)","Tacsimate",6
"C0999",8,1,12,"% (w/v)","polyethylene glycol 3350",7
"C0999",8,2,4,"% (v/v)","Tacsimate",7
"C1000",8,1,20,"% (w/v)","polyethylene glycol 3350",7
"C1000",8,2,8,"% (v/v)","Tacsimate",7
"C1001",8,1,12,"% (w/v)","polyethylene glycol 3350",8
"C1001",8,2,4,"% (v/v)","Tacsimate",8
"C1002",8,1,20,"% (w/v)","polyethylene glycol 3350",8
"C1002",8,2,8,"% (v/v)","Tacsimate",8
"C1003",8,1,0.1,"M","Succinic Acid",7
"C1003",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1004",8,1,0.2,"M","Succinic Acid",7
"C1004",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1005",8,1,0.1,"M","tri-Ammonium Citrate",7
"C1005",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1006",8,1,0.2,"M","tri-Ammonium Citrate",7
"C1006",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1007",8,1,0.1,"M","DL-Malic acid",7
"C1007",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1008",8,1,0.2,"M","DL-Malic acid",7
"C1008",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1009",8,1,0.1,"M","Sodium acetate trihydrate",7
"C1009",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1010",8,1,0.2,"M","Sodium acetate trihydrate",7
"C1010",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1011",8,1,0.1,"M","Sodium formate",7
"C1011",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1012",8,1,0.2,"M","Sodium formate",7
"C1012",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1013",8,1,0.1,"M","di-Ammonium Tartrate",7
"C1013",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1014",8,1,0.2,"M","di-Ammonium Tartrate",7
"C1014",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1015",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1015",8,2,16,"% (w/v)","polyethylene glycol 3350",4
"C1015",8,3,2,"% (v/v)","Tacsimate",4
"C1016",8,1,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1016",8,2,16,"% (w/v)","polyethylene glycol 3350",5
"C1016",8,3,2,"% (v/v)","Tacsimate",5
"C1017",8,1,0.1,"M","Bis-Tris",6.5
"C1017",8,2,20,"% (w/v)","polyethylene glycol 3350",6
"C1017",8,3,2,"% (v/v)","Tacsimate",6
"C1018",8,1,0.1,"M","HEPES",7.5
"C1018",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1018",8,3,2,"% (v/v)","Tacsimate",7
"C1019",8,1,0.1,"M","Tris",8.5
"C1019",8,2,16,"% (w/v)","polyethylene glycol 3350",8
"C1019",8,3,2,"% (v/v)","Tacsimate",8
"C1020",8,1,0.07,"M","Citric acid",3.4
"C1020",8,2,0.03,"M","Bis-Tris Propane",3.4
"C1020",8,3,16,"% (w/v)","polyethylene glycol 3350",3.4
"C1021",8,1,0.06,"M","Citric acid",4.1
"C1021",8,2,0.04,"M","Bis-Tris Propane",4.1
"C1021",8,3,16,"% (w/v)","polyethylene glycol 3350",4.1
"C1022",8,1,0.05,"M","Citric acid",5
"C1022",8,2,0.05,"M","Bis-Tris Propane",5
"C1022",8,3,16,"% (w/v)","polyethylene glycol 3350",5
"C1023",8,1,0.04,"M","Citric acid",6.4
"C1023",8,2,0.06,"M","Bis-Tris Propane",6.4
"C1023",8,3,20,"% (w/v)","polyethylene glycol 3350",6.4
"C1024",8,1,0.03,"M","Citric acid",7.6
"C1024",8,2,0.07,"M","Bis-Tris Propane",7.6
"C1024",8,3,20,"% (w/v)","polyethylene glycol 3350",7.6
"C1025",8,1,0.02,"M","Citric acid",8.8
"C1025",8,2,0.08,"M","Bis-Tris Propane",8.8
"C1025",8,3,16,"% (w/v)","polyethylene glycol 3350",8.8
"C1026",8,1,0.02,"M","Calcium chloride dihydrate","NA"
"C1026",8,2,20,"% (w/v)","polyethylene glycol 3350","NA"
"C1026",8,3,0.02,"M","Cobalt(II) chloride hexahydrate","NA"
"C1026",8,4,0.02,"M","Cadmium chloride dihydrate","NA"
"C1027",8,1,0.02,"M","Magnesium chloride hexahydrate",7
"C1027",8,2,0.1,"M","HEPES-Na",7
"C1027",8,3,20,"% (w/v)","polyethylene glycol 3350",7
"C1027",8,4,0.02,"M","Nickel(II) chloride hexahydrate",7
"C1028",8,1,20,"% (w/v)","polyethylene glycol 3350","NA"
"C1028",8,2,0.02,"M","Zinc chloride","NA"
"C1029",8,1,15,"% (w/v)","polyethylene glycol 3350","NA"
"C1029",8,2,0.15,"M","Cesium chloride","NA"
"C1030",8,1,0.2,"M","Sodium bromide","NA"
"C1030",8,2,20,"% (w/v)","polyethylene glycol 3350","NA"
"C1031",8,1,0.05,"M","HEPES-Na",7
"C1031",8,2,12,"% (w/v)","polyethylene glycol 3350",7
"C1031",8,3,1,"% (w/v)","Tryptone",7
"C1032",8,1,0.05,"M","HEPES-Na",7
"C1032",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1032",8,3,1,"% (w/v)","Tryptone",7
"C1033",8,1,0.02,"M","Potassium phosphate dibasic anhydrous",5
"C1033",8,2,0.78,"M","Sodium phosphate monobasic monohydrate",5
"C1034",8,1,0.08,"M","Potassium phosphate dibasic anhydrous",5.6
"C1034",8,2,0.72,"M","Sodium phosphate monobasic monohydrate",5.6
"C1035",8,1,0.28,"M","Potassium phosphate dibasic anhydrous",6.3
"C1035",8,2,0.52,"M","Sodium phosphate monobasic monohydrate",6.3
"C1036",8,1,0.52,"M","Potassium phosphate dibasic anhydrous",6.9
"C1036",8,2,0.28,"M","Sodium phosphate monobasic monohydrate",6.9
"C1037",8,1,0.68,"M","Potassium phosphate dibasic anhydrous",7.5
"C1037",8,2,0.12,"M","Sodium phosphate monobasic monohydrate",7.5
"C1038",8,1,0.77,"M","Potassium phosphate dibasic anhydrous",8.2
"C1038",8,2,0.03,"M","Sodium phosphate monobasic monohydrate",8.2
"C1039",8,1,0.02,"M","Potassium phosphate dibasic anhydrous",5
"C1039",8,2,0.98,"M","Sodium phosphate monobasic monohydrate",5
"C1040",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",5.6
"C1040",8,2,0.9,"M","Sodium phosphate monobasic monohydrate",5.6
"C1041",8,1,0.35,"M","Potassium phosphate dibasic anhydrous",6.3
"C1041",8,2,0.65,"M","Sodium phosphate monobasic monohydrate",6.3
"C1042",8,1,0.65,"M","Potassium phosphate dibasic anhydrous",6.9
"C1042",8,2,0.35,"M","Sodium phosphate monobasic monohydrate",6.9
"C1043",8,1,0.85,"M","Potassium phosphate dibasic anhydrous",7.5
"C1043",8,2,0.15,"M","Sodium phosphate monobasic monohydrate",7.5
"C1044",8,1,0.96,"M","Potassium phosphate dibasic anhydrous",8.2
"C1044",8,2,0.04,"M","Sodium phosphate monobasic monohydrate",8.2
"C1045",8,1,0.03,"M","Potassium phosphate dibasic anhydrous",5
"C1045",8,2,1.37,"M","Sodium phosphate monobasic monohydrate",5
"C1046",8,1,0.14,"M","Potassium phosphate dibasic anhydrous",5.6
"C1046",8,2,1.26,"M","Sodium phosphate monobasic monohydrate",5.6
"C1047",8,1,0.49,"M","Potassium phosphate dibasic anhydrous",6.3
"C1047",8,2,0.91,"M","Sodium phosphate monobasic monohydrate",6.3
"C1048",8,1,0.91,"M","Potassium phosphate dibasic anhydrous",6.9
"C1048",8,2,0.49,"M","Sodium phosphate monobasic monohydrate",6.9
"C1049",8,1,1.19,"M","Potassium phosphate dibasic anhydrous",7.5
"C1049",8,2,0.21,"M","Sodium phosphate monobasic monohydrate",7.5
"C1050",8,1,1.34,"M","Potassium phosphate dibasic anhydrous",8.2
"C1050",8,2,0.06,"M","Sodium phosphate monobasic monohydrate",8.2
"C1051",8,1,0.04,"M","Potassium phosphate dibasic anhydrous",5
"C1051",8,2,1.76,"M","Sodium phosphate monobasic monohydrate",5
"C1052",8,1,0.18,"M","Potassium phosphate dibasic anhydrous",5.6
"C1052",8,2,1.62,"M","Sodium phosphate monobasic monohydrate",5.6
"C1053",8,1,0.63,"M","Potassium phosphate dibasic anhydrous",6.3
"C1053",8,2,1.17,"M","Sodium phosphate monobasic monohydrate",6.3
"C1054",8,1,1.17,"M","Potassium phosphate dibasic anhydrous",6.9
